_id,artist_name,danceability,duration_ms,genre,loudness,popularity,track_name
_id,artist_name,danceability,duration_ms,genre,loudness,popularity,b'gAAAAABjkoCaXR2NRzE7W0mLh7y8oADbCvEZ7RebkAgrcfF8XOp9WjeK-ImVdMysqSmGao1ozhJWHSNKI-rjZS4IWZnb3IzeTA=='
6391ea673ce0404724678dde,Amalya,0.522,207240,Movie,-5.203,4,b'gAAAAABjkoCaqw4Sf_ESHTw1UYx8_DvUliwpViddGPqGauUv4HDlgQ5EK3FNoO3FYSO6tyLZCb5oMaId6_gxqurmUojF-zADdr5NZmfGCLXr5svx1wcSUqA='
6391ea673ce0404724678ddf,Martin & les f̩es,0.362,219600,Movie,-6.971,1,b'gAAAAABjkoCaeJ_EE6flozKYqS6a1C1s-wd9wsQeLEYgF7gdVJ5Gim9QREmERfW23yxNyDScy6vv6P5sME5i6ECgFg5jewIfzJZKJf9z3mscQa42Lh96T6FRDhlyF3wY93yx_JuaUfph6-f9qmEwo9d0o8tPl7LED6I_CqKBKZ_WGlF1DgFRhVh6b9Fwfvy3NzmIRYsop-divnrH2Xj-RT3mHdSrgs099q2lFF3R7W4XFqjAhU2X8KL0zzqqCJk_ylsBaEKh9iNkDAuYZbhl7lweAB3O5zhBip9teKx3gwhxOw99ZNtEMZuEaHjz5s2zoUHkPZsp7PrRY0mAFr6XjdCecLmrdFIZMNFEdOpbSfoWxcFCS7Qrm2M='
6391ea673ce0404724678de0,Doroth̩e,0.855,183467,Movie,-12.359,1,b'gAAAAABjkoCa-87OWUANyNXuUkyQAYyCrH7LRrgcGM3K4N8GRk73wda2puIZvhS4vGJ6OaSi5hSudtnA4FJX9aULrYkPBL9yeQ=='
6391ea673ce0404724678de1,Henri Salvador,0.704,161773,Movie,-6.699,8,b'gAAAAABjkoCacNv-DTwUNCa7Xfr2gr4KErSbZnhMBbMTKRnZP06iSc2Jm53VXKZjVVQ67seNwArvyPEWlwymBAYmziKVm4tiyM1ypR5FrfwZzIsuqSs8B6U='
6391ea673ce0404724678de2,Jean Claude Corbel,0.707,71299,Movie,-10.472,0,b'gAAAAABjkoCaBqhMxLcXcxbtXBZDtb3YCsRxdiVL9GPyNFRAnceGm7_5PeCTZv8J2EAL2EQic39DRVibKt3p3s03W20LEUKIsSNHCeBk1zlu2jYkqYDYZVw='
6391ea673ce0404724678de3,Henri Salvador,0.526,181441,Movie,-7.287,5,b'gAAAAABjkoCaU_6im4mjEC7wrMSzYFuHBtdNnmF6XEVGznc1-PVZf1WyU0QYjmZ9OqA_4wNTTmtlxs3KodnUssqq3E1ljq3ePlNKVcn_DZhUqxa1Wzj137g='
6391ea673ce0404724678de4,Jean Piat,0.711,299040,Movie,-22.212,0,b'gAAAAABjkoCaWEFhbxnNDt7ehP3XP1xSA_NCookXVRooDNFBBLm0zvQ1krI4mKX-zMLm2Wibup4qK_CvBMZh8XwJe0r6jk_7DEgDyqwiSjSZg9MiYmHGqyk='
6391ea673ce0404724678de5,Henri Salvador,0.636,152840,Movie,-7.943,0,b'gAAAAABjkoCaEViR8wRhmvRe9jcxlpvdGmdasC1yCDd1m3RtHVb4bllQgwgZHwfo7_Qz48gPP1xYe9B8cTzHDjEUKHCZOlCC2Q=='
6391ea673ce0404724678de6,Lucie Dolene,0.594,156973,Movie,-7.678,0,b'gAAAAABjkoCaR8k5f4egh1fuwhkzP-3LW55vM7Xp2k0y8vCfbE-fLj7r_11Jqi-uWRg12O0uF63VfAihnyaGeGUcdx4X6a6GxkDDYgInLCqormDNXN28ocw='
6391ea673ce0404724678de7,Henri Salvador,0.835,142813,Movie,-15.629,2,b'gAAAAABjkoCaOxFtU2faDwMOJaHWio53zkuwsh6BHOobAJMxFqR5jI3wEeuhTi6pzuwzUnQNU_D0kKz_TbTxJEwn1u1ihONWy47Kn3lh5z9XK-YASEUwsDM='
6391ea673ce0404724678de8,Chorus,0.695,430240,Movie,-10.217,0,b'gAAAAABjkoCa7Y-oALP2PyBnYmnSXo8YXciETvqWgW1zP23HiJXmv60edMRYGVFbcH9kIIFXKR_rfeigroqQZX9CwK0bxUtE9r0p9N7LA0I26B0jrmP2KByEs4Bl6jzwsC7JAae69_MF'
6391ea673ce0404724678de9,Chorus,0.711,221320,Movie,-4.008,0,b'gAAAAABjkoCakxDEwrPUnid697B2xsizNYK6U2PC1eKSQCUBBMbtZ51uX27U33rd4ZHWBYaqRx8KO7eg2nJ7aBo4avEkY52BxM2h2lHCTIhp8WuEUXST-8FyjET174wGZSYTfMza0_v_'
6391ea673ce0404724678dea,Martin & les f̩es,0.618,49373,Movie,-16.222,4,b'gAAAAABjkoCapM4b5Kzo5k4K-URUMo8gnUJBESHe6oxqcKNioiEgIyKdRQuhU2yuoWJ9RaiTnixYkQbRZvFm_aT-R9J1MF-x_AG_kQWx10Mp0JKXreyfPfGGWVPQyH2JjM-PUzdQiVL0SmhtyCO2vQVlKb7I45PetxfLkqY9hs9pwDd8t41aMds='
6391ea673ce0404724678deb,Henri Salvador,0.681,129707,Movie,-12.508,0,b'gAAAAABjkoCa6iH58QQdhIOTixMQ5l81Z_-SLG0JYmypjJfqQL-uDs1Xpq65ZLJgJcliejyLLXT3Ggf2IPTVjzo1g77vz4gBFg=='
6391ea673ce0404724678dec,Henri Salvador,0.883,171027,Movie,-11.432,0,b'gAAAAABjkoCaCBvkfAxGYfN7J1QSZrDG64CpR1xDV5dOUOsbh0Y3PfyIDtv716_mvVB43RxAvQlLyTOTmFh-56xldnJTtzP1P8P0ZW1wfooi_GcfgF8Zizo='
6391ea673ce0404724678ded,Chorus,0.784,235000,Movie,-10.732,0,b'gAAAAABjkoCaZ4DA396q7n8Oo5B7avrxPkJBxekz2kV4v9aSQPE9FmAsQbID40LcchkHyV2LMCQTcWuw-zLOE_rnn-Efu8aoefY6OBd-vUKWuOlx9T1sAw4='
6391ea673ce0404724678dee,Henri Salvador,0.776,169352,Movie,-11.235,0,b'gAAAAABjkoCa5aa81Dsx0iLm9hM_CavnvsXG-YcU5Eum0bqzCoLq2c8P42OioJbk4c3HLHAjDjGePz3bF3tzCrJu7cyiqgEvyBE23Xk13u1qld6Dg_HH2EQ='
6391ea673ce0404724678def,Chorus,0.848,215333,Movie,-6.746,0,b'gAAAAABjkoCaQDnrT4rG9VGCvfbW1JP3UDmVgc-avRrUD2QPTqWOYvm-qp8m_BnV48RKhzsy0-ASY4TGsgoYWsLCdrSmLxssWw=='
6391ea673ce0404724678df0,Henri Salvador,0.483,218187,Movie,-12.089,1,b'gAAAAABjkoCamjxg-AFHGeW19UREuHqubQzCxviMp0ZDr4sqPVbcnEW-WCX3Ei-Mt6trQTJsE7HniQ0aqemhBCgYQ4YyJLftA9Hzxr3XFqKH-Pei5goC3Ek='
6391ea673ce0404724678df1,Richard M. Sherman,0.348,127507,Movie,-14.06,0,b'gAAAAABjkoCaNtyt8HRevRyaOgZR8v9vnv4jFcExWtH9G8oZSsqUeI8zDlsMyzfwJDbVzYZ5sAKat_KW-nqnqcR7vjqMr9DpHw=='
6391ea673ce0404724678df2,Larry Groce,0.567,22413,Movie,-6.058,0,b'gAAAAABjkoCaB2t0oYzFLex4IdRuwGDlQlYpZlKu08dT_VYqxRJyoGGo0EJErbP_GE6X-wfhtylbB1IYVI5VvvXYtzU5M1DOKzzqxeA84eh7ZM0Dy5bGwQk='
6391ea673ce0404724678df3,Chorus,0.483,189027,Movie,-15.603,0,b'gAAAAABjkoCaaILoQgjQh_tkvOrqlrP-290pP6KMyZEzUYBbFuj9QTps_oqbfKMWO0xgtw8qkACWK0LSXVKeWloDDd8m5TZgvbTfOcWf9NTk5ySH1QK717w='
6391ea673ce0404724678df4,Leopold Stokowski,0.42,199160,Movie,-20.951,1,b'gAAAAABjkoCarDkmRlAgEZEP-9FzYsSIhoEhrYBEBWQ9xV3dmNGhxwNY3kFGgkqQDiKSRtDQtsPCeSuUFc3b3xw8wTkXZnD7DmyUjqHsyzf0SrWxuRGgJZw1PAvQwnQ1hM-dAS1UzqlC'
6391ea673ce0404724678df5,Henri Salvador,0.336,160053,Movie,-15.267,0,b'gAAAAABjkoCaIsWQoKgWO8bflOIxskWc9DO6m4bS6Ujl6pqNjiHoHEsitIUfy1FMcvxRa5OdzhCG1mJoYX2gD8PwUh7bYiIXSw=='
6391ea673ce0404724678df6,Patrick Rocca,0.503,121533,Movie,-10.465,1,b'gAAAAABjkoCaFD4prFg3v9XtSvoY5z7P-yx0HYx4mC9rEPD-nhvGep-ZJI5cVFNg45Qlxz1m-pzCPEZho6HHmT-9sG2qv-wYXqX1NMu9Ld6uZJm8A-MUE2o='
6391ea673ce0404724678df7,Ken Page,0.566,371720,Movie,-8.904,0,b'gAAAAABjkoCaqtoZPnmAuNZ3CWe7dXZ9_R258BINOWlXhT-6ARKl6mEZGEzrskArhQXVfPnH0ApiwdXXlg5DLoL40tq1VoujBIO6BLmD-wh-2CbG3X-gl5Q='
6391ea673ce0404724678df8,Ken Page,0.434,77067,Movie,-7.479,0,b'gAAAAABjkoCancPvk35EU9PS2d6LGFXuR6LqTuF2nAOf7EzTZ025MmD_GyaJp9xY75ivpVsUTAeZK-QU2jsHmR7lF20-zH833rU_FP5V_0K35qsragyrb4w='
6391ea673ce0404724678df9,Bernard Minet,0.669,181173,Movie,-6.85,4,b'gAAAAABjkoCalvcae8LdFQm1-8z9aJ429tTbTgKplBCGFynCPgf6dTCHLuvYB6GX2eKcgW5ZHt0boa0RsWyzf9FGSMFdd_5oGA=='
6391ea673ce0404724678dfa,Debbie Davis,0.555,278160,Movie,-5.438,3,b'gAAAAABjkoCaMGl6CNyJXf-pSoqdjTipWI1_3dCrknOMGM8rHbNskztaD2-7h-rjjgy-4hJeTTMHDb4EKmNm0I5svYqUA7uXc1H79VhdNCuGdy6iCEtU2zs5eOPTSQCXU9tgjQhtUsgl'
6391ea673ce0404724678dfb,Henri Salvador,0.804,169853,Movie,-6.968,0,b'gAAAAABjkoCaIGO7rdpkx2HSF2lppazrD0qQ98v7CIVptTBGYVHjh0TKd6Db8roCZmTNEK5yTt8scZz-EGEOAy4IlF2K1y-DJvKLix03b9RX2zCDg9SyzJUM6WhbCljRXodxwF8kVm9mIdNMXy1Pf7yfDgyyJIhd7Q=='
6391ea673ce0404724678dfc,Doroth̩e,0.885,212627,Movie,-16.44,1,b'gAAAAABjkoCas3XfdGjrnagTkVriqRcHgAc4TmENMUGDliymnemWK2ggmbQLZgpcFpojQjADaTE6Yzd1Jt-kuwVEk9DbHE8I6hYtV-u_SRp8RNGvmPwyArM='
6391ea673ce0404724678dfd,Claire Guyot,0.489,128871,Movie,-11.876,1,b'gAAAAABjkoCa8JVIGlyTQD_yBn8nNPZbs4qLKGvBcKSaLmOWUu74UPp36n-p1P9c4jOUKgUj0_sQsgHSshvh69VwMMRYqXnXzQ=='
6391ea673ce0404724678dfe,Chantal Goya,0.43,47172,Movie,-9.149,5,b'gAAAAABjkoCaGtZExsuTe7Wg2NoKlbtWZBID5AeLUNHeoZFnpzGeT8uSXxNfUJVpPE7eTQ6UAvvX2wQ4LVA-HpnxvRfK2dpM6gJ-GoLXZ8A_v9i375xpOcw='
6391ea673ce0404724678dff,Henri Salvador,0.63,56067,Movie,-10.914,1,b'gAAAAABjkoCaTOjRsRjIp8l8l46diCgngnV57yAOrIwQ0DMlgKfsvMq4Gi6XZMlQwhUnBw0LtsK54D3jHdUryKPIO_0jzpvz0EIKML9Xw8o2Kp_2h9Nbaqw='
6391ea673ce0404724678e00,Lucie Dolene,0.428,198040,Movie,-9.099,0,b'gAAAAABjkoCaSTXKBsmKntaU-pieLtZGOB7mdeBPtXnhrb1XgzJcx2AuoVBO1X9TMHcHXwWGdHIFAbZX-3UbkMGLJgsFd6z_VA=='
6391ea673ce0404724678e01,Jean Piat,0.683,101653,Movie,-21.998,0,b'gAAAAABjkoCaQUH1n1EEkVGaF0mECSJIWUw7lKelzXC82texvRMHpSMEiyJBxHRNCibUAtIfpsAuJAN2zeoHt5vOpCPOzw4DXEQ35ojCWk9dVewnAw2SaYM8e7s9c-MljvTOT6NfC1oH9WNGRmB96vbB9vZ_r92kCA=='
6391ea673ce0404724678e02,Justin Hurwitz,0.55,28027,Movie,-22.731,3,b'gAAAAABjkoCaK_HVLPjujzpUsCUxJJPc7DcnRwQo8gt81VG4vdRtTLPRcejqEkIjgGpMNSQgpvBw8ZgxXNqxaqLgiE0hjG8PJn71I7RuT9SgpB-aUlmpPgTuaDViCyBu8GnEfC1X6ite'
6391ea673ce0404724678e03,Chorus,0.262,220173,Movie,-14.86,0,b'gAAAAABjkoCa3y86UmKzkuaFsvaCF_dFEsBBtDB8WUk2ocadj2f4I52Pt-YnwnjvyQ25qxLjtEz9Oj0xZr3M2lYuZYHloXOceFHjMwI1bDxl2JjF16InjF0rXapn1r2JT0uPoN8cfryq'
6391ea673ce0404724678e04,Henri Salvador,0.538,139840,Movie,-12.646,1,b'gAAAAABjkoCatZucQK__mTNsPXO9KfoJxNR1ObxgqPeZzhs3deYrBzQi3DsnmA67Ip2J8SwbKZP3KK9NkUXFruxtvyn2O6WI_JNLFZMthKbk40KMl1TJf7o='
6391ea673ce0404724678e05,Randy Newman,0.297,65560,Movie,-20.471,1,b'gAAAAABjkoCawdlG_Ca8e8EX2W8qR9gTQyfYJlu2YE73GwRdcGgkx1SA_t8lrt4Ny-SvrZtXGV-YTvEU_1HtIH8Z5txpeALM1okfiwCfGUz-e4nbMJB2otWfCnYbj09JROtPIt4aSRq969Dn0nFSFWbksZzeIMFsbA=='
6391ea673ce0404724678e06,Chorus,0.542,515613,Movie,-4.337,4,b'gAAAAABjkoCaidTI6swHiz_45SIg0pEFOkMdfCDU8uHevtnd6ezE-8t0oQHNv-fYmIGcTp6WVUsdhvhonJMIpdLzljfNgYpnpw=='
6391ea673ce0404724678e07,Marie Ruggieri,0.443,144560,Movie,-15.269,0,b'gAAAAABjkoCa1t2iu9odncIMACM0G5yL5IWXK3MPP4qo76JAm92KIC1n8L_heVx5gHWfnNN_qdF9tQ-rCbesuvU5MTd-BcH8yAM3BwWqHxddes3yg2EfC5zqwf5qoR7OzOhk0cIR_H6VweAcK0bOus6mGHYGCzqAkRQzZICdQ3_WU7sBnNHrHI7D_4WXIm5nGCA0j2RZZy8E'
6391ea673ce0404724678e08,Chorus,0.714,184987,Movie,-14.199,0,b'gAAAAABjkoCa3KaDyTBR-XbDet3ntLNKKprj6ynRQ3iOWuekOKLEhuR9_7qJGLIBCeoH4QbZ00pwZlbfaP6M8ex-UkiPgsYkjg=='
6391ea673ce0404724678e09,Henri Salvador,0.341,136253,Movie,-14.696,0,b'gAAAAABjkoCaQdhNHAEjT51_Nvyv3UUJKaODhfBHlzev0G_dtACkGPrusnBd_leHZJBFUHhtYoDWRrUtXx9_sIhG9aBSKY3PaEhCMeVvPcladXkKSAeZQqw='
6391ea673ce0404724678e0a,Henri Salvador,0.775,194769,Movie,-11.581,0,b'gAAAAABjkoCaeUmYjcGpzicWZO3SmfwlvBqdXZ9BpdffGX8G-EiV1gnynbF3KLHv9k2TC_-Y5b6oSnQN_CANQM-CmQtGlv3hy2DorvTze9hWqq7hPAHNy0sNT7whrTACC79Hqp_PFEXv'
6391ea673ce0404724678e0b,Chorus,0.582,303413,Movie,-9.225,0,b'gAAAAABjkoCaGYcC4T-7diXvqUQiOUsIY6gwp0Y8g6azCXIq0FeDKi4Y3A3F_KGjYpScwEkgG-gtofl2gFK9YLvg3vZFXkclx_PD6-Wjnon5amRXcvBNl6w='
6391ea673ce0404724678e0c,Karine Costa,0.59,248960,Movie,-7.995,0,b'gAAAAABjkoCaGNccFHC3aLp_9AEu5N09X3gbV7E3Ev4n8xtejq6Bi5Vr1FNub0GF2Y-ajXccTugZfArvUuh6Ec-x55wdc0ScAiMYwUrSYjG__ANO3r7mDSI='
6391ea673ce0404724678e0d,Henri Salvador,0.602,201587,Movie,-6.352,0,b'gAAAAABjkoCasxjUyVQ2e_kthq59uZU1CaXQ29JLZfIyrJQdWmjRR0X5FsyAnMqy718DdRGhCrR8dQyqWzJF5buDRsJGI1MtA3JpRHFY_27jChwz1rXs4mU='
6391ea673ce0404724678e0e,Chorus,0.447,107703,Movie,-11.927,0,b'gAAAAABjkoCaZXqNJvHE9Utk8px-RKL9YqwYBXZj2Gbz-raAGXNHH5HLE2S6AUsSLtwyJtf0ZswFEnM5e2Ic2EeAk_l-Rl1y-Vop7EvVHxqXNYfSgoSdUuc='
6391ea673ce0404724678e0f,Doroth̩e,0.84,148867,Movie,-14.391,0,b'gAAAAABjkoCaGkP0wwnjgsGJKzJ9gP19yPTUmAAhRK6J5GNWZ-mLDZUK1mP6R5bKlAcrvFxjRFXPuz1XotBXzvc6-o85IaO4VKaAFZOTkztrFm29mhfcV_I='
6391ea673ce0404724678e10,Chorus,0.676,214093,Movie,-7.81,0,b'gAAAAABjkoCaBbC9iiWvyDBLSvY6VzXGJ3vwvP8rJojs6iqv58FZiTsIelQSxkdx1pDVRunu-ywN-f65RnNu78zyzz2911wYJhZhwTF7vN3mZtTm-JGY_Aw='
6391ea673ce0404724678e11,Fabien Nataf,0.914,75102,Movie,-15.397,4,b'gAAAAABjkoCagfYKPj8vxB8Qbr5Q-OXxC89G-PgP9qcXzTDo_aE9gTj6KAVGftPfC1FcfM58Py7_fRRBiC-9gg6LtlCcAHs74g=='
6391ea673ce0404724678e12,Pascal Laffarge,0.394,121480,Movie,-10.737,0,b'gAAAAABjkoCaBeS0sAm-up99nDoKkrQBbmijy-VcY794-MldpIYOumJN1TVdWYBo4NQMAar0ZeFYFAFMjqVTFrDXPsj2f9UmjJsiMReUCVG7DKhzfI4X71E='
6391ea673ce0404724678e13,Frank Churchill,0.238,147067,Movie,-17.031,0,b'gAAAAABjkoCaP_7xvxPUzvHj-YxZ8WLCvyMHfG7W_dxMWV3nICnTHWA5G0T22kcvghjFznHkgAyK-Uyt6eysGb05VJkwCSU5yz4ZpIkyCHULyXcGAbdPRLziuTrSVpIxsjDOIQgyBux_s7JZFzFS4HJi2-LWvmbztGaeHUEcY3Pwn34mhvwLAQs='
6391ea673ce0404724678e14,Chorus,0.582,75337,Movie,-8.096,0,b'gAAAAABjkoCaoPtdO1y1T4uroU_DGXpCNNEJvD0ifJj6NjV2YG-3PKnAzsC99u0nmF4G-7zaoTcODrp0iOXyx3Ig7bsNz_3jlw=='
6391ea673ce0404724678e15,Jean Claude Corbel,0.71,492813,Movie,-16.156,0,b'gAAAAABjkoCaNqufdy3BqiPUIDqkct-K-3EdPkWx8E9CkoJ3ZrdZarTik8b7DI9YNFjeOyeFLoW7jc5BwvPaymnRHxn3kWe1pAVfftyEfW7ZZPYkJLMrjIQ='
6391ea673ce0404724678e16,Jean Claude Corbel,0.564,248221,Movie,-14.068,0,b'gAAAAABjkoCaiZun7Os0qqaVzPslHIJ2NIfZacgDUokxNACEr2xTV9iVFid4zG68Ghg7q6qSGSVFsZP30WvLxh7z9kEhg450dlNQzpSzD3k2XpXsVG-UVTU='
6391ea673ce0404724678e17,Dominique Tirmont,0.388,118600,Movie,-6.823,0,b'gAAAAABjkoCaZYBVcmYqwGm63vtaSt7UMuoR2-rE8YFzbJb7OAq2qeSCOERuD6Hv60UuNKY0AYADdk7Vzhk0lQmYgyrK3_HMxg=='
6391ea673ce0404724678e18,Henri Salvador,0.363,180133,Movie,-10.686,0,b'gAAAAABjkoCadSI7BSGg9qOuLoeREW-B2a6F1Gi3AEOUixFHQ4NZNaVt0BOL964nJJKiroNUHIvkHDtkYthutp-EJtxAcoPF0NWIsCEA77hZMzAEKl28itQ='
6391ea673ce0404724678e19,Jean Claude Corbel,0.569,978303,Movie,-12.506,0,b'gAAAAABjkoCaQfkyaUdQUcqFZiaZ78PKppNkcdOxIkvR1hDfQYNzHO1QrcS0qn70ptINHbUptltWYXUVhD-tUyPG1fqwrRK-h6EOZQhCRQKtlvr6qWeyCGo='
6391ea673ce0404724678e1a,Jean Claude Corbel,0.61,199587,Movie,-15.15,0,b'gAAAAABjkoCaV-NZSEq-w2CVO-yMLDPjMWj3BDZnjz422uQCrb-eW3tFyO-dxzbwFxjbeINUMMixfYBsukdeXznXK9ZREBJofF1ERZAT0p58M_8XduA-vxY='
6391ea673ce0404724678e1b,Chorus,0.633,211133,Movie,-5.584,0,b'gAAAAABjkoCah8rqtrWJvhM_T_EzCcK0BQtoM8lSQz6zhhc_32Yjbr6XDX3rJyeluHCEG6W3HWY4a0hCPUvOAYfYTJ2cTcguvDH77Fwqd8ukln42hdM-Wx8='
6391ea673ce0404724678e1c,Chorus,0.672,69355,Movie,-8.598,0,b'gAAAAABjkoCafYBl-7_AoYfkzTn6nLnioVMyOAyZWj3zZu_M6SQFKhWSFhBKVedmhk1zYrxSZjrebFZEY035440mnoe6fVzYyP-S_6vX_OrGH5OvHR51gp4='
6391ea673ce0404724678e1d,Jean Claude Corbel,0.714,292720,Movie,-15.703,0,b'gAAAAABjkoCaQ15Snr8__VC4NNxHGMmD_Kd38USbAt4yeMee9HNkkFOqYDgG_zU7hb2MdjIg_-KT4OSQKMhEtzT9WaZB_syykmZu44Ae43WOo3rgzvTWy5g='
